Wed Apr 21 19:40:25 2021				
				
				
Number of Points = 2987				
				
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
700.9281	3924.712908	7.066816	-0.153247	3.495595
701.852432	3933.720495	7.071821	-0.153449	3.499135
702.723209	3942.834139	7.076826	-0.15364	3.502708
703.354378	3951.847965	7.08183	-0.153778	3.506216
704.561521	3960.816111	7.086835	-0.154042	3.509757
705.4674	3969.891999	7.09184	-0.154241	3.513307
706.281495	3978.898507	7.096845	-0.154419	3.516818
707.366603	3987.921018	7.10185	-0.154657	3.520357
708.204387	3997.02074	7.106854	-0.15484	3.523898
709.085228	4006.04673	7.111859	-0.155033	3.527412
709.820867	4015.098577	7.116864	-0.155195	3.530919
710.601013	4024.182143	7.121869	-0.155366	3.534438
711.42939	4033.216753	7.126874	-0.155547	3.537939
712.378994	4042.220169	7.131878	-0.155755	3.541436
713.009935	4051.261207	7.136883	-0.155893	3.544915
713.899164	4060.314756	7.141888	-0.156088	3.548418
714.967173	4069.328351	7.146893	-0.156322	3.551919
715.94237	4078.282002	7.151898	-0.156536	3.555385
716.589632	4087.420698	7.156902	-0.156678	3.558887
717.289004	4096.53566	7.161907	-0.156831	3.562382
718.272156	4105.45103	7.166912	-0.157046	3.565824
719.19974	4114.494592	7.171917	-0.157249	3.569305
720.258367	4123.537199	7.176922	-0.157481	3.572794
720.891813	4132.554201	7.181926	-0.15762	3.576232
721.655937	4141.609253	7.186931	-0.157788	3.579693
722.661663	4150.616152	7.191936	-0.158008	3.583153
723.303885	4159.728079	7.196941	-0.158149	3.586617
724.220225	4168.732365	7.201946	-0.158349	3.590061
725.13884	4177.750458	7.20695	-0.158551	3.593508
725.838394	4186.84821	7.211955	-0.158704	3.596961
726.653963	4195.852282	7.21696	-0.158883	3.600386
727.397373	4204.892655	7.221965	-0.159046	3.603815
728.358617	4213.959661	7.22697	-0.159256	3.60727
728.982773	4222.987707	7.231974	-0.159393	3.610677
730.054545	4231.943699	7.236979	-0.159628	3.614093
730.708165	4240.991339	7.241984	-0.159771	3.617503
731.591186	4250.054806	7.246989	-0.159964	3.620936
732.388801	4259.084243	7.251994	-0.160139	3.624345
733.104969	4268.157927	7.256998	-0.160296	3.62776
733.835472	4277.21448	7.262003	-0.160456	3.631167
734.877595	4286.180038	7.267008	-0.160684	3.634563
735.777049	4295.232175	7.272013	-0.160881	3.637976
736.421828	4304.285061	7.277018	-0.161023	3.641364
737.344914	4313.270034	7.282022	-0.161225	3.644748
738.093802	4322.377726	7.287027	-0.161389	3.648158
738.980126	4331.443777	7.292032	-0.161583	3.651562
739.625545	4340.425032	7.297037	-0.161725	3.654911
740.466423	4349.461667	7.302042	-0.161909	3.658293
741.576002	4358.462863	7.307046	-0.162152	3.661682
742.157917	4367.514326	7.312051	-0.16228	3.665041
743.186677	4376.542901	7.317056	-0.162505	3.668427
743.953786	4385.627364	7.322061	-0.162673	3.671807
744.662818	4394.659642	7.327066	-0.162828	3.675161
745.526198	4403.70194	7.33207	-0.163018	3.678527
746.426594	4412.734317	7.337075	-0.163215	3.68189
747.145769	4421.727977	7.34208	-0.163372	3.685221
747.884974	4430.805639	7.347085	-0.163534	3.688581
748.681154	4439.866975	7.35209	-0.163709	3.691936
749.820488	4448.777439	7.357094	-0.163958	3.695262
750.510897	4457.832372	7.362099	-0.16411	3.698599
751.152581	4466.955456	7.367104	-0.16425	3.701955
752.107556	4475.892132	7.372109	-0.16446	3.705265
753.026432	4484.946877	7.377114	-0.164661	3.708612
753.787156	4494.031825	7.382118	-0.164828	3.711954
754.732079	4503.00125	7.387123	-0.165034	3.715266
755.437043	4512.056502	7.392128	-0.165189	3.718587
756.274344	4521.1189	7.397133	-0.165372	3.721917
757.05727	4530.150248	7.402138	-0.165544	3.725229
757.951147	4539.181539	7.407142	-0.16574	3.728547
758.681737	4548.249803	7.412147	-0.1659	3.731861
759.760218	4557.14254	7.417152	-0.166136	3.735138
760.321801	4566.278365	7.422157	-0.166259	3.738457
761.061714	4575.389423	7.427162	-0.166421	3.741779
761.792901	4584.372219	7.432166	-0.166582	3.74505
762.792773	4593.405997	7.437171	-0.166801	3.748359
763.636373	4602.453884	7.442176	-0.166986	3.751657
764.256289	4611.472162	7.447181	-0.167121	3.754924
765.145618	4620.476807	7.452186	-0.167316	3.758204
765.91107	4629.587023	7.45719	-0.167484	3.761509
766.786391	4638.525779	7.462195	-0.167676	3.764759
767.522643	4647.637556	7.4672	-0.167837	3.768056
768.439288	4656.680582	7.472205	-0.168038	3.77134
769.073135	4665.700178	7.47721	-0.168177	3.77459
769.815389	4674.716157	7.482214	-0.16834	3.777845
770.69104	4683.792741	7.487219	-0.168531	3.781129
771.278917	4692.724701	7.492224	-0.16866	3.784336
772.272355	4701.782145	7.497229	-0.168878	3.787616
772.984676	4710.889304	7.502234	-0.169034	3.790889
773.685058	4719.862335	7.507238	-0.169188	3.79411
774.577149	4728.892269	7.512243	-0.169383	3.797364
775.442356	4737.954248	7.517248	-0.169573	3.800624
776.077457	4746.955647	7.522253	-0.169712	3.803842
776.851755	4756.036529	7.527258	-0.169881	3.807096
777.617839	4765.114197	7.532262	-0.170049	3.810345
778.481111	4774.024843	7.537267	-0.170238	3.81354
779.144594	4783.098783	7.542272	-0.170384	3.816774
779.938017	4792.10422	7.547277	-0.170558	3.819991
780.412989	4801.198349	7.552282	-0.170662	3.823212
781.505472	4810.180366	7.557286	-0.170901	3.826438
782.154751	4819.283789	7.562291	-0.171044	3.82967
782.874948	4828.302049	7.567296	-0.171202	3.832875
783.552536	4837.391356	7.572301	-0.17135	3.836098
784.313465	4846.349671	7.577306	-0.171517	3.83928
785.272528	4855.383063	7.58231	-0.171727	3.842499
785.763576	4864.469074	7.587315	-0.171835	3.845699
786.627812	4873.472923	7.59232	-0.172024	3.848896
787.439953	4882.64627	7.597325	-0.172202	3.852145
788.116645	4891.751129	7.60233	-0.17235	3.855356
789.015023	4900.607155	7.607334	-0.172547	3.858496
789.604036	4909.659558	7.612339	-0.172676	3.861678
790.284319	4918.668548	7.617344	-0.172825	3.864848
791.020861	4927.671457	7.622349	-0.172987	3.868018
791.798827	4936.719403	7.627354	-0.173157	3.871204
792.457046	4945.766748	7.632358	-0.173302	3.874379
793.392184	4954.769676	7.637363	-0.173506	3.877555
794.089335	4963.82357	7.642368	-0.173659	3.880729
794.876697	4972.777172	7.647373	-0.173832	3.883872
795.493748	4981.834009	7.652378	-0.173967	3.887036
796.388878	4990.850958	7.657382	-0.174163	3.890203
796.969236	4999.871334	7.662387	-0.17429	3.893346
797.594773	5008.918852	7.667392	-0.174428	3.896499
798.522056	5017.90343	7.672397	-0.174631	3.89965
799.23546	5026.955105	7.677402	-0.174787	3.902805
800.019761	5036.02778	7.682406	-0.174959	3.90597
800.912583	5044.97671	7.687411	-0.175155	3.909098
801.576058	5054.09074	7.692416	-0.1753	3.912263
802.038529	5063.186638	7.697421	-0.175402	3.915405
802.94394	5072.144278	7.702426	-0.1756	3.918529
803.733966	5081.167939	7.70743	-0.175773	3.921664
804.448534	5090.203374	7.712435	-0.17593	3.924796
805.139612	5099.26338	7.71744	-0.176081	3.927931
805.829342	5108.364415	7.722445	-0.176232	3.931078
806.599924	5117.275257	7.72745	-0.176401	3.934163
807.357092	5126.284673	7.732454	-0.176567	3.937278
808.005742	5135.407302	7.737459	-0.176709	3.940421
808.781049	5144.355504	7.742464	-0.176879	3.943512
809.418638	5153.41563	7.747469	-0.177019	3.946628
810.287957	5162.453348	7.752474	-0.17721	3.94975
811.019316	5171.475921	7.757478	-0.17737	3.952855
811.934438	5180.541657	7.762483	-0.17757	3.955985
812.621051	5189.603615	7.767488	-0.177721	3.959095
813.255163	5198.635966	7.772493	-0.17786	3.962188
814.053225	5207.663962	7.777498	-0.178035	3.965289
814.712883	5216.662482	7.782502	-0.178179	3.968368
815.613818	5225.675001	7.787507	-0.178377	3.971466
816.207208	5234.724473	7.792512	-0.178507	3.974553
816.864095	5243.736664	7.797517	-0.178651	3.977628
817.879322	5252.787335	7.802522	-0.178873	3.98074
818.541751	5261.771513	7.807526	-0.179018	3.983801
819.106826	5270.857581	7.812531	-0.179142	3.986888
819.859431	5279.906902	7.817536	-0.179307	3.989973
820.527032	5288.928032	7.822541	-0.179454	3.99304
821.470653	5297.931641	7.827546	-0.17966	3.996118
822.052702	5306.979549	7.83255	-0.179788	3.999183
822.962304	5315.964941	7.837555	-0.179987	4.002247
823.533444	5325.085947	7.84256	-0.180113	4.005331
824.296601	5334.06468	7.847565	-0.18028	4.008378
825.168962	5343.075335	7.85257	-0.180471	4.011441
825.96872	5352.107301	7.857574	-0.180646	4.014503
826.398877	5361.143027	7.862579	-0.180741	4.017539
827.311153	5370.156505	7.867584	-0.18094	4.020598
828.046178	5379.154192	7.872589	-0.181102	4.023637
828.638664	5388.253893	7.877594	-0.181232	4.026699
829.440384	5397.295978	7.882598	-0.181407	4.029752
830.169516	5406.291344	7.887603	-0.181567	4.032783
830.834436	5415.319173	7.892608	-0.181713	4.035818
831.649913	5424.336153	7.897613	-0.181891	4.038857
832.283585	5433.339457	7.902618	-0.18203	4.041877
833.033408	5442.457919	7.907622	-0.182195	4.04494
833.834876	5451.424931	7.912627	-0.18237	4.047954
834.438439	5460.506041	7.917632	-0.182503	4.050991
835.045854	5469.524441	7.922637	-0.182636	4.054005
835.848741	5478.540235	7.927642	-0.182812	4.057028
836.798783	5487.583216	7.932646	-0.18302	4.060067
837.144294	5496.584266	7.937651	-0.183096	4.063051
838.015743	5505.689734	7.942656	-0.183287	4.066101
838.981073	5514.640353	7.947661	-0.183498	4.069104
839.513293	5523.694758	7.952666	-0.183615	4.072111
840.243746	5532.781612	7.95767	-0.183775	4.075139
840.675152	5541.825384	7.962675	-0.18387	4.07813
841.453399	5550.80741	7.96768	-0.18404	4.081122
842.462837	5559.785185	7.972685	-0.184261	4.084125
843.184731	5568.801214	7.97769	-0.18442	4.08712
843.923757	5577.88595	7.982694	-0.184582	4.090136
844.599754	5586.891753	7.987699	-0.18473	4.093119
845.394242	5595.932001	7.992704	-0.184904	4.09612
846.093272	5604.972277	7.997709	-0.185057	4.099112
846.802665	5613.984021	8.002714	-0.185213	4.102092
847.573757	5623.023316	8.007718	-0.185382	4.105084
848.26484	5632.059433	8.012723	-0.185533	4.108067
849.109073	5641.067838	8.017728	-0.185718	4.111048
849.550741	5650.145537	8.022733	-0.185815	4.114025
850.305773	5659.119944	8.027738	-0.185981	4.116985
851.074087	5668.20465	8.032742	-0.186149	4.11998
851.849567	5677.183274	8.037747	-0.186319	4.122938
852.495371	5686.247065	8.042752	-0.18646	4.125914
853.344505	5695.306393	8.047757	-0.186647	4.128898
853.995878	5704.206335	8.052762	-0.186789	4.131817
854.669892	5713.307732	8.057766	-0.186937	4.134799
855.296864	5722.323648	8.062771	-0.187075	4.137749
856.032686	5731.352517	8.067776	-0.187236	4.140708
856.848427	5740.387461	8.072781	-0.187415	4.143672
857.408948	5749.473632	8.077786	-0.187538	4.146633
858.258716	5758.483945	8.08279	-0.187724	4.149586
858.729959	5767.476733	8.087795	-0.187827	4.152508
859.590968	5776.541408	8.0928	-0.188016	4.155475
860.32162	5785.525264	8.097805	-0.188176	4.158406
861.011637	5794.533418	8.10281	-0.188327	4.16134
861.517764	5803.675951	8.107814	-0.188438	4.164303
862.469609	5812.639071	8.112819	-0.188647	4.167234
863.118881	5821.772966	8.117824	-0.188789	4.170199
863.937764	5830.727372	8.122829	-0.188969	4.173115
864.419899	5839.728039	8.127834	-0.189074	4.176022
865.27403	5848.801615	8.132838	-0.189262	4.178974
866.050855	5857.755957	8.137843	-0.189432	4.18188
866.434292	5866.882372	8.142848	-0.189516	4.184816
867.155477	5875.869439	8.147853	-0.189674	4.187726
867.942914	5884.891891	8.152858	-0.189847	4.190648
868.681594	5893.917571	8.157862	-0.190009	4.193566
869.451092	5902.895144	8.162867	-0.190177	4.196469
870.023222	5911.976373	8.167872	-0.190303	4.199391
870.501869	5921.003184	8.172877	-0.190408	4.202288
871.531479	5930.027827	8.177882	-0.190633	4.205215
872.182012	5939.108614	8.182886	-0.190776	4.208135
872.969379	5948.035645	8.187891	-0.190948	4.211012
873.654468	5957.123374	8.192896	-0.191099	4.213932
874.186791	5966.110162	8.197901	-0.191215	4.216809
874.978519	5975.111465	8.202906	-0.191389	4.219704
875.684776	5984.1768	8.20791	-0.191544	4.222612
876.283965	5993.246933	8.212915	-0.191675	4.225513
876.858069	6002.286779	8.21792	-0.191801	4.228401
877.689888	6011.300376	8.222925	-0.191983	4.231293
878.311321	6020.328797	8.22793	-0.19212	4.234176
879.025093	6029.326917	8.232934	-0.192276	4.237053
879.943532	6038.329637	8.237939	-0.192477	4.23994
880.460659	6047.392991	8.242944	-0.192591	4.242822
881.228092	6056.42086	8.247949	-0.192759	4.245705
882.006056	6065.479263	8.252954	-0.192929	4.248596
882.599199	6074.424978	8.257958	-0.193059	4.251439
883.292769	6083.526909	8.262963	-0.193211	4.254334
884.002255	6092.519024	8.267968	-0.193367	4.257194
884.663163	6101.521502	8.272973	-0.193512	4.260053
885.435777	6110.542026	8.277978	-0.193681	4.262921
886.036128	6119.605412	8.282982	-0.193813	4.265791
886.879287	6128.626217	8.287987	-0.193998	4.26866
887.722012	6137.581734	8.292992	-0.194182	4.271506
888.259397	6146.704034	8.297997	-0.1943	4.274385
888.9871	6155.699338	8.303002	-0.19446	4.277233
889.968402	6164.716424	8.308006	-0.194675	4.2801
890.483203	6173.801188	8.313011	-0.194787	4.282959
891.398877	6182.789119	8.318016	-0.194988	4.285809
891.990562	6191.876952	8.323021	-0.195118	4.28867
892.720338	6200.772697	8.328026	-0.195278	4.291477
893.263438	6209.900121	8.33303	-0.195397	4.294344
894.222783	6218.865981	8.338035	-0.195607	4.297182
894.75375	6227.93503	8.34304	-0.195724	4.300026
895.60825	6236.948665	8.348045	-0.195911	4.302868
896.200921	6246.01947	8.35305	-0.196041	4.305712
896.900395	6255.069575	8.358054	-0.196194	4.308553
897.620411	6264.098224	8.363059	-0.196352	4.311387
898.324713	6273.120901	8.368064	-0.196506	4.314216
898.975438	6282.134167	8.373069	-0.196649	4.317038
899.766805	6291.151104	8.378074	-0.196822	4.319866
900.326791	6300.230483	8.383078	-0.196945	4.322699
901.04887	6309.21873	8.388083	-0.197103	4.32551
901.872452	6318.337249	8.393088	-0.197284	4.328366
902.59455	6327.231747	8.398093	-0.197442	4.331145
903.229461	6336.287715	8.403098	-0.197581	4.333967
903.901532	6345.279505	8.408102	-0.197729	4.336769
904.487333	6354.324122	8.413107	-0.197857	4.339581
905.202437	6363.358464	8.418112	-0.198014	4.342395
905.992375	6372.376892	8.423117	-0.198187	4.345206
906.762385	6381.465183	8.428122	-0.198356	4.348035
907.380703	6390.442645	8.433126	-0.198491	4.350821
908.073661	6399.479523	8.438131	-0.198643	4.353627
908.94621	6408.4405	8.443136	-0.198834	4.356417
909.516371	6417.546906	8.448141	-0.19896	4.359233
910.019037	6426.585438	8.453146	-0.19907	4.362024
910.706726	6435.62059	8.45815	-0.199221	4.364821
911.707138	6444.634613	8.463155	-0.19944	4.367627
912.224291	6453.568405	8.46816	-0.199553	4.37038
912.747556	6462.74876	8.473165	-0.199668	4.373207
913.750232	6471.606111	8.47817	-0.199888	4.375959
914.458093	6480.689382	8.483174	-0.200043	4.378763
915.021029	6489.753447	8.488179	-0.200166	4.381551
915.694791	6498.776966	8.493184	-0.200314	4.384331
916.656625	6507.798554	8.498189	-0.200525	4.387123
917.212692	6516.827782	8.503194	-0.200647	4.389895
918.11184	6525.843769	8.508198	-0.200844	4.392679
918.726135	6534.844428	8.513203	-0.200978	4.395441
919.31023	6543.930411	8.518208	-0.201106	4.398226
920.509885	6552.837847	8.523213	-0.201369	4.400986
921.05334	6561.969862	8.528218	-0.201488	4.403779
921.684943	6571.048744	8.533222	-0.201627	4.406559
922.579544	6580.030534	8.538227	-0.201823	4.409321
923.293671	6589.039587	8.543232	-0.201979	4.412079
924.339822	6597.95754	8.548237	-0.202208	4.414826
924.923813	6607.115502	8.553242	-0.202336	4.417619
925.758778	6616.028407	8.558247	-0.202519	4.42035
926.498595	6625.173578	8.563251	-0.202682	4.423144
927.296582	6634.131761	8.568256	-0.202856	4.425882
927.850049	6643.212497	8.573261	-0.202978	4.428644
928.396566	6652.219424	8.578266	-0.203098	4.431381
929.158629	6661.307554	8.583271	-0.203265	4.434151
930.012064	6670.295197	8.588275	-0.203452	4.436894
930.53348	6679.34188	8.59328	-0.203566	4.439637
931.35387	6688.355396	8.598285	-0.203746	4.442382
932.037551	6697.342386	8.60329	-0.203896	4.445111
932.813712	6706.484701	8.608295	-0.204066	4.447889
933.435536	6715.34477	8.613299	-0.204202	4.450574
934.28699	6724.411724	8.618304	-0.204389	4.45333
934.741956	6733.525915	8.623309	-0.204489	4.456078
935.443766	6742.505241	8.628314	-0.204642	4.458797
936.249697	6751.479699	8.633319	-0.204819	4.461517
937.059627	6760.548382	8.638323	-0.204997	4.464264
937.623893	6769.658002	8.643328	-0.20512	4.46701
938.268651	6778.598114	8.648333	-0.205262	4.469707
939.068931	6787.695827	8.653338	-0.205437	4.472457
939.536693	6796.679554	8.658343	-0.20554	4.475155
940.188926	6805.74295	8.663347	-0.205683	4.477884
940.952093	6814.67461	8.668352	-0.20585	4.480577
941.577881	6823.801362	8.673357	-0.205987	4.48332
942.37274	6832.77118	8.678362	-0.206161	4.486023
942.956294	6841.88613	8.683367	-0.206289	4.488757
943.55488	6850.848786	8.688371	-0.206421	4.491445
944.116221	6859.851589	8.693376	-0.206544	4.494141
945.212002	6868.865066	8.698381	-0.206784	4.496864
945.713424	6877.87121	8.703386	-0.206894	4.499555
946.496832	6886.945603	8.708391	-0.207065	4.502277
947.026831	6895.94709	8.713395	-0.207182	4.504965
947.799524	6905.018083	8.7184	-0.207351	4.507682
948.274874	6914.011227	8.723405	-0.207455	4.510361
949.124016	6923.026798	8.72841	-0.207641	4.513063
949.823396	6932.100609	8.733415	-0.207795	4.515773
950.380362	6941.102218	8.738419	-0.207917	4.518453
951.058499	6950.129566	8.743424	-0.208066	4.521145
951.711548	6959.132725	8.748429	-0.208209	4.523827
952.547205	6968.156355	8.753434	-0.208392	4.526521
953.059783	6977.194207	8.758439	-0.208504	4.529203
953.834544	6986.193367	8.763443	-0.208674	4.531884
954.35472	6995.194645	8.768448	-0.208788	4.534553
955.11151	7004.307036	8.773453	-0.208954	4.537263
956.037394	7013.144539	8.778458	-0.209157	4.539899
956.397952	7022.36345	8.783463	-0.209236	4.542619
957.136997	7031.354401	8.788467	-0.209398	4.545287
957.937651	7040.370288	8.793472	-0.209574	4.547964
958.639631	7049.390212	8.798477	-0.209728	4.550636
959.255697	7058.464399	8.803482	-0.209863	4.553319
959.940534	7067.477051	8.808487	-0.210013	4.555985
960.64074	7076.436367	8.813491	-0.210166	4.558634
961.128762	7085.470388	8.818496	-0.210273	4.561294
962.105863	7094.50425	8.823501	-0.210487	4.563974
962.667544	7103.593925	8.828506	-0.210611	4.56665
963.244773	7112.631166	8.833511	-0.210737	4.56931
963.905588	7121.651567	8.838515	-0.210882	4.571968
964.673037	7130.599086	8.84352	-0.21105	4.574607
965.357328	7139.663669	8.848525	-0.2112	4.577274
965.872679	7148.675918	8.85353	-0.211313	4.579918
966.601537	7157.698812	8.858535	-0.211473	4.582572
967.169382	7166.775478	8.863539	-0.211598	4.585233
967.993884	7175.7672	8.868544	-0.211778	4.587879
968.678004	7184.790157	8.873549	-0.211928	4.590527
969.267738	7193.809289	8.878554	-0.212058	4.593168
969.97633	7202.810644	8.883559	-0.212213	4.595807
970.791454	7211.806943	8.888563	-0.212392	4.598447
971.184712	7220.944612	8.893568	-0.212478	4.601109
972.034938	7229.901538	8.898573	-0.212664	4.603736
972.619115	7239.022783	8.903578	-0.212792	4.606398
973.171271	7247.962013	8.908583	-0.212914	4.609004
973.916998	7257.025918	8.913587	-0.213077	4.611653
974.613549	7265.957775	8.918592	-0.21323	4.61426
975.245231	7275.084513	8.923597	-0.213368	4.616919
975.993851	7283.971966	8.928602	-0.213532	4.619513
976.570077	7293.114845	8.933607	-0.213659	4.622171
977.140701	7302.139399	8.938611	-0.213784	4.624793
978.005018	7311.180295	8.943616	-0.213973	4.627431
978.365978	7320.181623	8.948621	-0.214053	4.630034
979.195648	7329.222462	8.953626	-0.214234	4.632667
979.512214	7338.286715	8.958631	-0.214304	4.635284
980.42244	7347.281143	8.963635	-0.214503	4.637904
981.105415	7356.227383	8.96864	-0.214653	4.640499
981.702355	7365.382237	8.973645	-0.214784	4.643149
982.392815	7374.409133	8.97865	-0.214935	4.645764
983.133922	7383.35344	8.983655	-0.215098	4.648356
983.765274	7392.346415	8.988659	-0.215236	4.650956
984.266335	7401.375715	8.993664	-0.215346	4.65356
985.144406	7410.408169	8.998669	-0.215539	4.656178
985.609656	7419.446915	9.003674	-0.215641	4.65878
986.294571	7428.515045	9.008679	-0.215791	4.661397
986.867343	7437.515103	9.013683	-0.215916	4.663989
987.703258	7446.586663	9.018688	-0.2161	4.66661
988.310694	7455.503804	9.023693	-0.216233	4.669177
989.048112	7464.588448	9.028698	-0.216394	4.671795
989.704292	7473.565204	9.033703	-0.216538	4.674378
990.120059	7482.66945	9.038707	-0.21663	4.676985
990.929659	7491.604263	9.043712	-0.216807	4.679559
991.415253	7500.723535	9.048717	-0.216914	4.682171
992.032497	7509.708545	9.053722	-0.217049	4.684748
992.730096	7518.760066	9.058727	-0.217202	4.687346
993.200982	7527.750055	9.063731	-0.217305	4.689915
994.126394	7536.716257	9.068736	-0.217508	4.692495
994.704404	7545.865857	9.073741	-0.217635	4.695111
995.318349	7554.828413	9.078746	-0.217769	4.697674
995.905048	7563.845277	9.083751	-0.217898	4.70025
996.50737	7572.878481	9.088755	-0.21803	4.70283
997.405885	7581.938474	9.09376	-0.218227	4.705428
997.714973	7590.888583	9.098765	-0.218295	4.707969
998.537941	7599.957757	9.10377	-0.218475	4.710563
999.151703	7608.940963	9.108775	-0.21861	4.713123
999.625241	7618.064014	9.113779	-0.218714	4.715716
1000.35215	7627.011019	9.118784	-0.218873	4.718267
1000.975701	7636.163765	9.123789	-0.21901	4.720871
1001.739132	7645.110782	9.128794	-0.219177	4.723421
1002.327865	7654.223631	9.133799	-0.219306	4.726009
1003.055602	7663.049616	9.138803	-0.219466	4.72852
1003.537253	7672.239943	9.143808	-0.219572	4.731123
1004.218455	7681.122648	9.148813	-0.219721	4.733645
1004.904425	7690.270003	9.153818	-0.219871	4.736241
1005.543651	7699.183307	9.158823	-0.220012	4.738768
1006.123541	7708.3113	9.163827	-0.220139	4.741351
1006.825889	7717.277582	9.168832	-0.220293	4.743892
1007.492411	7726.334178	9.173837	-0.220439	4.746455
1007.87239	7735.34127	9.178842	-0.220522	4.748993
1008.607755	7744.421298	9.183847	-0.220683	4.751562
1009.193938	7753.340425	9.188851	-0.220812	4.75408
1009.985112	7762.427939	9.193856	-0.220985	4.756651
1010.732468	7771.385934	9.198861	-0.221149	4.759183
1011.38568	7780.463521	9.203866	-0.221292	4.761743
1011.869863	7789.494088	9.208871	-0.221399	4.764282
1012.415026	7798.575314	9.213875	-0.221518	4.766836
1013.075137	7807.5411	9.21888	-0.221663	4.769361
1013.698086	7816.579718	9.223885	-0.2218	4.771903
1014.359796	7825.584724	9.22889	-0.221945	4.774436
1014.862107	7834.61382	9.233895	-0.222055	4.776968
1015.612491	7843.610621	9.238899	-0.222219	4.779499
1016.085665	7852.764965	9.243904	-0.222323	4.782062
1016.690507	7861.703739	9.248909	-0.222456	4.784569
1017.471423	7870.740133	9.253914	-0.222627	4.787108
1018.036969	7879.700997	9.258919	-0.222751	4.789616
1018.56266	7888.809412	9.263923	-0.222867	4.792163
1019.407354	7897.740428	9.268928	-0.223052	4.79467
1019.875098	7906.817152	9.273933	-0.223154	4.797203
1020.582711	7915.800001	9.278938	-0.223309	4.799717
1021.091514	7924.958228	9.283943	-0.223421	4.802271
1021.772692	7933.959286	9.288947	-0.22357	4.804787
1022.343142	7942.962879	9.293952	-0.223695	4.807298
1022.825989	7951.977199	9.298957	-0.223801	4.809807
1023.585926	7960.982172	9.303962	-0.223968	4.812322
1024.053946	7970.012973	9.308967	-0.224071	4.814832
1024.649408	7978.971249	9.313971	-0.224201	4.817326
1025.417106	7988.014273	9.318976	-0.22437	4.819847
1026.037016	7997.065562	9.323981	-0.224506	4.822365
1026.591122	8006.078219	9.328986	-0.224627	4.824868
1027.278015	8015.080052	9.333991	-0.224778	4.827371
1027.966777	8024.111672	9.338995	-0.224929	4.829881
1028.451402	8033.166397	9.344	-0.225035	4.832389
1028.965508	8042.155349	9.349005	-0.225148	4.834878
1029.627932	8051.16226	9.35401	-0.225293	4.837377
1030.363925	8060.227442	9.359015	-0.225454	4.839892
1030.907312	8069.25835	9.364019	-0.225574	4.84239
1031.330669	8078.366249	9.369024	-0.225667	4.844903
1031.956506	8087.250976	9.374029	-0.225804	4.847361
1032.793062	8096.247459	9.379034	-0.225987	4.849856
1033.262598	8105.290407	9.384039	-0.22609	4.852349
1033.873662	8114.369651	9.389043	-0.226224	4.854856
1034.60012	8123.339131	9.394048	-0.226383	4.857335
1035.16484	8132.409076	9.399053	-0.226507	4.859835
1035.669024	8141.451539	9.404058	-0.226618	4.862324
1036.336701	8150.533544	9.409063	-0.226764	4.864827
1036.979315	8159.475032	9.414067	-0.226905	4.867291
1037.560282	8168.574333	9.419072	-0.227033	4.869794
1038.17136	8177.584498	9.424077	-0.227167	4.872272
1038.602843	8186.692668	9.429082	-0.227262	4.874769
1039.398069	8195.611051	9.434087	-0.227436	4.877226
1039.934741	8204.733407	9.439091	-0.227554	4.879728
1040.636635	8213.737338	9.444096	-0.227707	4.882203
1041.1067	8222.812341	9.449101	-0.227811	4.884687
1041.606522	8231.784105	9.454106	-0.22792	4.887143
1042.090085	8240.793658	9.459111	-0.228026	4.889608
1042.976998	8249.817861	9.464115	-0.228221	4.892088
1043.324903	8258.900721	9.46912	-0.228297	4.894565
1044.126823	8267.838161	9.474125	-0.228473	4.897017
1044.55349	8276.915457	9.47913	-0.228567	4.899493
1045.337348	8285.972018	9.484135	-0.228738	4.901973
1045.911372	8294.964211	9.489139	-0.228864	4.904428
1046.406012	8303.946497	9.494144	-0.228973	4.906876
1047.050735	8313.058734	9.499149	-0.229114	4.909363
1047.63155	8322.027709	9.504154	-0.229242	4.911808
1048.370046	8331.078636	9.509159	-0.229404	4.914279
1048.909238	8340.099198	9.514163	-0.229522	4.916733
1049.392888	8349.114948	9.519168	-0.229628	4.919184
1050.125676	8358.137325	9.524173	-0.229789	4.921643
1050.5978	8367.186034	9.529178	-0.229892	4.924099
1051.268718	8376.143236	9.534183	-0.230039	4.926536
1051.780319	8385.152875	9.539187	-0.230152	4.92898
1052.525874	8394.183981	9.544192	-0.230315	4.931437
1052.960039	8403.272561	9.549197	-0.23041	4.933898
1053.732573	8412.251125	9.554202	-0.23058	4.936338
1054.25677	8421.235535	9.559207	-0.230695	4.938771
1054.705212	8430.375158	9.564211	-0.230793	4.941242
1055.495612	8439.320864	9.569216	-0.230966	4.94367
1055.881743	8448.372687	9.574221	-0.231051	4.946113
1056.403974	8457.365841	9.579226	-0.231166	4.948544
1057.104686	8466.472414	9.584231	-0.231319	4.951008
1057.62862	8475.435313	9.589235	-0.231434	4.953428
1058.136819	8484.4944	9.59424	-0.231546	4.955872
1058.775226	8493.480444	9.599245	-0.231686	4.958298
1059.369862	8502.549707	9.60425	-0.231816	4.960745
1060.013544	8511.505022	9.609255	-0.231957	4.963161
1060.641124	8520.605817	9.614259	-0.232095	4.965614
1060.91164	8529.53806	9.619264	-0.232155	4.96801
