Wed Apr 21 19:40:25 2021				
				
				
Number of Points = 2987				
				
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
877.0307	4038.769321	14.644083	-0.191861	3.55509
876.708611	4029.775179	14.649088	-0.19179	3.551683
876.138913	4020.725561	14.654093	-0.191665	3.548229
875.788427	4011.732915	14.659098	-0.191588	3.544813
875.257643	4002.77923	14.664103	-0.191472	3.541393
874.713104	3993.842852	14.669107	-0.191353	3.537974
874.363531	3984.752841	14.674112	-0.191276	3.534511
873.812743	3975.80471	14.679117	-0.191155	3.53108
873.261797	3966.760099	14.684122	-0.191035	3.52761
872.843262	3957.789269	14.689127	-0.190943	3.524175
872.224529	3948.797636	14.694131	-0.190807	3.520711
871.718479	3939.849744	14.699136	-0.190696	3.517271
871.202536	3930.810641	14.704141	-0.190583	3.513792
871.009669	3921.764945	14.709146	-0.190541	3.510336
870.212245	3912.81431	14.714151	-0.190366	3.506857
869.875147	3903.853907	14.719155	-0.190292	3.503413
869.183005	3894.892308	14.72416	-0.190141	3.499933
868.690273	3885.88423	14.729165	-0.190033	3.49645
868.14503	3876.895019	14.73417	-0.189913	3.492965
867.890004	3867.894162	14.739175	-0.189857	3.4895
867.197785	3858.873045	14.744179	-0.189706	3.485982
866.76656	3849.954114	14.749184	-0.189611	3.482525
866.280807	3840.877081	14.754189	-0.189505	3.478998
865.884335	3831.877145	14.759194	-0.189418	3.475505
865.376858	3822.921073	14.764199	-0.189307	3.472015
864.789907	3813.962254	14.769203	-0.189178	3.468513
864.190379	3804.937412	14.774208	-0.189047	3.464981
863.597174	3795.996751	14.779213	-0.188917	3.461478
863.146856	3786.993201	14.784218	-0.188818	3.457961
862.773958	3777.997833	14.789223	-0.188736	3.454451
862.195139	3769.008625	14.794227	-0.18861	3.450919
861.771254	3760.004488	14.799232	-0.188517	3.447393
861.093935	3751.042739	14.804237	-0.188368	3.443856
860.707826	3742.019439	14.809242	-0.188284	3.440319
860.13393	3732.979907	14.814247	-0.188158	3.436753
859.802993	3724.019171	14.819251	-0.188085	3.433238
859.19239	3715.005772	14.824256	-0.187952	3.429672
858.600982	3706.011856	14.829261	-0.187822	3.426111
858.148153	3697.063679	14.834266	-0.187723	3.422578
857.611125	3688.074102	14.839271	-0.187605	3.419017
857.085531	3679.071481	14.844275	-0.18749	3.415448
856.820773	3670.063038	14.84928	-0.187432	3.411898
855.994149	3661.109679	14.854285	-0.187251	3.408311
855.7836	3652.073629	14.85929	-0.187204	3.404748
855.137457	3643.059203	14.864295	-0.187063	3.401147
854.701585	3634.155433	14.869299	-0.186967	3.397607
854.19037	3625.140516	14.874304	-0.186855	3.394011
853.563237	3616.171772	14.879309	-0.186718	3.390418
852.926825	3607.170214	14.884314	-0.186579	3.386808
852.433982	3598.266003	14.889319	-0.186471	3.383246
852.159604	3589.144302	14.894323	-0.18641	3.379616
851.455576	3580.230078	14.899328	-0.186256	3.376021
851.057324	3571.199071	14.904333	-0.186169	3.372407
850.392868	3562.22008	14.909338	-0.186023	3.368783
850.085976	3553.144345	14.914343	-0.185956	3.365152
849.419269	3544.256912	14.919347	-0.18581	3.361556
848.826263	3535.210912	14.924352	-0.18568	3.3579
848.506939	3526.235971	14.929357	-0.18561	3.354296
847.804444	3517.248348	14.934362	-0.185456	3.350644
847.279379	3508.273704	14.939367	-0.185341	3.347011
846.913548	3499.214788	14.944371	-0.185261	3.343357
846.507692	3490.25118	14.949376	-0.185172	3.339732
845.680259	3481.322394	14.954381	-0.184991	3.336075
845.198146	3472.350221	14.959386	-0.184885	3.332431
844.829737	3463.230052	14.964391	-0.184804	3.328736
844.261619	3454.315882	14.969395	-0.18468	3.325098
843.914541	3445.252884	14.9744	-0.184604	3.32142
843.219429	3436.407184	14.979405	-0.184452	3.317788
842.591502	3427.392605	14.98441	-0.184314	3.314092
842.340414	3418.351442	14.989415	-0.184259	3.31042
841.585859	3409.361728	14.994419	-0.184094	3.306712
841.184995	3400.444584	14.999424	-0.184006	3.303065
840.75299	3391.405278	15.004429	-0.183911	3.299362
840.081825	3382.483507	15.009434	-0.183764	3.295678
839.48435	3373.46246	15.014439	-0.183633	3.291956
839.056802	3364.466616	15.019443	-0.183539	3.288259
838.745712	3355.395102	15.024448	-0.183471	3.284538
838.184825	3346.491477	15.029453	-0.183348	3.280855
837.617096	3337.422398	15.034458	-0.183224	3.2771
837.081395	3328.494305	15.039463	-0.183107	3.273402
836.410245	3319.497256	15.044467	-0.18296	3.269656
835.909106	3310.555424	15.049472	-0.18285	3.265947
835.323329	3301.531042	15.054477	-0.182721	3.262191
835.008294	3292.540726	15.059482	-0.182652	3.258473
834.270433	3283.574445	15.064487	-0.182491	3.254715
833.883876	3274.560193	15.069491	-0.182406	3.250971
833.300157	3265.518547	15.074496	-0.182278	3.24719
832.6864	3256.64351	15.079501	-0.182144	3.243469
832.226983	3247.596492	15.084506	-0.182043	3.239691
831.847301	3238.584888	15.089511	-0.18196	3.23593
831.109793	3229.641537	15.094515	-0.181798	3.232155
830.660814	3220.642626	15.09952	-0.1817	3.228384
830.061542	3211.677455	15.104525	-0.181569	3.224606
829.569337	3202.711697	15.10953	-0.181461	3.220834
829.089469	3193.670915	15.114535	-0.181355	3.217029
828.718712	3184.686811	15.119539	-0.181274	3.213254
828.011305	3175.699531	15.124544	-0.181119	3.209436
827.569113	3166.702251	15.129549	-0.181022	3.205639
827.052451	3157.682536	15.134554	-0.180909	3.201819
826.537294	3148.727388	15.139559	-0.180796	3.198022
825.901584	3139.784577	15.144563	-0.180657	3.194213
825.423135	3130.799392	15.149568	-0.180552	3.190398
824.865489	3121.762212	15.154573	-0.18043	3.186548
824.282288	3112.811579	15.159578	-0.180302	3.182727
823.545142	3103.841753	15.164583	-0.180141	3.178875
823.226175	3094.864234	15.169587	-0.180071	3.175063
822.787032	3085.801571	15.174592	-0.179975	3.171196
822.169362	3076.847415	15.179597	-0.179839	3.16735
821.458729	3067.92128	15.184602	-0.179684	3.163501
821.070027	3058.911121	15.189607	-0.179598	3.159648
820.368249	3049.914781	15.194611	-0.179445	3.155761
819.922389	3040.944891	15.199616	-0.179347	3.151908
819.544147	3031.87854	15.204621	-0.179264	3.148018
818.772328	3023.037032	15.209626	-0.179095	3.144174
818.384536	3013.949296	15.214631	-0.17901	3.140263
817.831328	3005.04722	15.219635	-0.178889	3.136408
817.226443	2996.015323	15.22464	-0.178756	3.132487
816.61092	2987.044124	15.229645	-0.178622	3.128585
816.187307	2978.01986	15.23465	-0.178529	3.124678
815.791637	2969.024484	15.239655	-0.178442	3.120782
815.023594	2960.05951	15.244659	-0.178274	3.11685
814.440298	2951.135154	15.249664	-0.178146	3.112952
813.985795	2942.075871	15.254669	-0.178046	3.109006
813.324449	2933.168481	15.259674	-0.177902	3.105097
812.955048	2924.099734	15.264679	-0.177821	3.101146
812.363538	2915.168082	15.269683	-0.177691	3.097224
811.694709	2906.174571	15.274688	-0.177545	3.093261
811.293682	2897.176756	15.279693	-0.177457	3.089322
810.667175	2888.208751	15.284698	-0.177319	3.085365
810.164526	2879.222708	15.289703	-0.177209	3.081409
809.461314	2870.248579	15.294707	-0.177055	3.07743
809.130474	2861.254855	15.299712	-0.176983	3.07348
808.334479	2852.300848	15.304717	-0.176808	3.069488
807.904427	2843.320164	15.309722	-0.176714	3.065522
807.284356	2834.316144	15.314727	-0.176578	3.061518
806.830988	2825.38594	15.319731	-0.176479	3.057561
806.09563	2816.408655	15.324736	-0.176318	3.053544
805.750244	2807.366921	15.329741	-0.176242	3.04954
805.136156	2798.36336	15.334746	-0.176108	3.045516
804.641539	2789.402641	15.339751	-0.175999	3.041519
803.920564	2780.390762	15.344755	-0.175841	3.037467
803.319142	2771.462058	15.34976	-0.17571	3.03346
803.078515	2762.348808	15.354765	-0.175657	3.029411
802.307143	2753.508501	15.35977	-0.175488	3.025412
801.687516	2744.520225	15.364775	-0.175352	3.021361
801.055287	2735.582525	15.369779	-0.175214	3.017324
800.669103	2726.491616	15.374784	-0.175129	3.013245
800.122603	2717.536326	15.379789	-0.175009	3.0092
799.646657	2708.531936	15.384794	-0.174905	3.005137
798.973258	2699.61932	15.389799	-0.174758	3.001085
798.50205	2690.591233	15.394803	-0.174654	2.997
798.064765	2681.613255	15.399808	-0.174558	2.992937
797.204831	2672.66961	15.404813	-0.17437	2.98883
796.82702	2663.680269	15.409818	-0.174287	2.984758
796.140152	2654.693475	15.414823	-0.174137	2.980642
795.641421	2645.759714	15.419827	-0.174028	2.976568
794.878385	2636.764492	15.424832	-0.173861	2.972427
794.526568	2627.730826	15.429837	-0.173783	2.968315
793.923991	2618.76753	15.434842	-0.173651	2.964197
793.431789	2609.784302	15.439847	-0.173544	2.960078
792.70393	2600.819202	15.444851	-0.173384	2.955931
792.167789	2591.857744	15.449856	-0.173267	2.951805
791.64586	2582.831698	15.454861	-0.173152	2.947645
790.752512	2573.975212	15.459866	-0.172957	2.943509
790.377306	2564.909708	15.464871	-0.172874	2.939338
789.935913	2555.929418	15.469875	-0.172778	2.935192
789.306014	2546.954334	15.47488	-0.17264	2.931017
788.808277	2537.967693	15.479885	-0.172531	2.926848
788.099259	2529.001976	15.48489	-0.172375	2.922656
787.628667	2520.017946	15.489895	-0.172272	2.91848
787.006358	2511.041041	15.494899	-0.172136	2.914281
786.303403	2502.121457	15.499904	-0.171982	2.910092
785.920781	2493.077321	15.504909	-0.171898	2.905881
785.48743	2484.073849	15.509914	-0.171803	2.901676
784.500054	2475.207591	15.514919	-0.171587	2.897455
784.019207	2466.15553	15.519923	-0.171482	2.893209
783.36038	2457.158923	15.524928	-0.171337	2.888959
783.002664	2448.151218	15.529933	-0.171259	2.884737
782.232831	2439.203584	15.534938	-0.17109	2.880482
781.680796	2430.240792	15.539943	-0.17097	2.876242
781.086449	2421.211293	15.544947	-0.170839	2.871959
780.579411	2412.290678	15.549952	-0.170728	2.867732
780.083819	2403.290886	15.554957	-0.17062	2.863464
779.394523	2394.386943	15.559962	-0.170469	2.859207
779.003149	2385.34715	15.564967	-0.170383	2.854921
778.348333	2376.386654	15.569971	-0.170239	2.85063
777.748798	2367.3972	15.574976	-0.170108	2.846326
776.972073	2358.532989	15.579981	-0.169938	2.84205
776.393265	2349.489708	15.584986	-0.169811	2.83771
776.139493	2340.472597	15.589991	-0.169756	2.83342
775.178828	2331.547702	15.594995	-0.169545	2.829071
774.681087	2322.579444	15.6	-0.169436	2.824757
774.172549	2313.571869	15.605005	-0.169325	2.820417
773.57738	2304.629197	15.61001	-0.169194	2.816088
772.999194	2295.601484	15.615015	-0.169068	2.811715
772.481625	2286.654682	15.620019	-0.168954	2.807382
771.564981	2277.739999	15.625024	-0.168754	2.803002
771.279335	2268.698202	15.630029	-0.168691	2.798641
770.488342	2259.734829	15.635034	-0.168518	2.794241
769.746633	2250.810439	15.640039	-0.168355	2.78986
769.40911	2241.745304	15.645043	-0.168281	2.78546
768.821616	2232.823736	15.650048	-0.168153	2.781087
767.948099	2223.928546	15.655053	-0.167962	2.77668
767.502431	2214.894897	15.660058	-0.167864	2.772259
767.09891	2205.868337	15.665063	-0.167775	2.76784
766.338887	2196.981598	15.670067	-0.167609	2.763432
765.75329	2187.954071	15.675072	-0.167481	2.758972
764.876914	2179.066306	15.680077	-0.167289	2.754532
764.373653	2170.014922	15.685082	-0.167179	2.750058
764.00495	2161.028442	15.690087	-0.167098	2.745627
763.35379	2152.094635	15.695091	-0.166955	2.741175
762.730313	2143.15574	15.700096	-0.166819	2.736716
761.934147	2134.160889	15.705101	-0.166644	2.732198
761.573932	2125.14996	15.710106	-0.166565	2.727727
760.829727	2116.203918	15.715111	-0.166402	2.723225
760.279654	2107.255064	15.720115	-0.166282	2.718742
759.605292	2098.244102	15.72512	-0.166134	2.714203
759.097283	2089.267547	15.730125	-0.166023	2.709698
758.406211	2080.318036	15.73513	-0.165872	2.705171
757.724371	2071.417348	15.740135	-0.165722	2.700662
757.166759	2062.433324	15.745139	-0.1656	2.696122
756.492439	2053.438544	15.750144	-0.165452	2.691552
755.705507	2044.482942	15.755149	-0.16528	2.686977
755.313365	2035.489197	15.760154	-0.165194	2.682434
754.811266	2026.430601	15.765159	-0.165084	2.677833
754.301375	2017.49071	15.770163	-0.164972	2.673283
753.646024	2008.526278	15.775168	-0.164829	2.668692
752.802901	1999.689518	15.780173	-0.164644	2.664128
752.218776	1990.668463	15.785178	-0.164516	2.659502
751.53105	1981.726031	15.790183	-0.164366	2.654892
751.180144	1972.606666	15.795187	-0.164289	2.650235
750.558849	1963.696704	15.800192	-0.164153	2.645635
749.790303	1954.78762	15.805197	-0.163984	2.641005
749.115256	1945.851687	15.810202	-0.163837	2.636367
748.40415	1936.835871	15.815207	-0.163681	2.631675
747.938467	1927.864285	15.820211	-0.163579	2.627034
747.182873	1918.939743	15.825216	-0.163413	2.622365
746.529211	1910.010213	15.830221	-0.16327	2.6177
745.776486	1901.025517	15.835226	-0.163106	2.612983
745.409263	1892.004295	15.840231	-0.163025	2.608298
744.634245	1883.086456	15.845235	-0.162855	2.603595
743.982468	1874.112791	15.85024	-0.162713	2.598873
743.526216	1865.090705	15.855245	-0.162613	2.594148
742.78946	1856.181631	15.86025	-0.162451	2.589429
742.276681	1847.172754	15.865255	-0.162339	2.584684
741.476354	1838.220651	15.870259	-0.162164	2.579915
740.881052	1829.051594	15.875264	-0.162033	2.575056
740.239396	1820.148352	15.880269	-0.161893	2.57032
739.668869	1811.225756	15.885274	-0.161768	2.565575
739.010606	1802.30917	15.890279	-0.161624	2.560811
738.371014	1793.35239	15.895283	-0.161484	2.556019
737.887471	1784.386044	15.900288	-0.161378	2.551238
737.103702	1775.468623	15.905293	-0.161206	2.546426
736.504334	1766.533104	15.910298	-0.161075	2.541625
735.749234	1757.59349	15.915303	-0.160909	2.536787
735.246448	1748.622524	15.920307	-0.160799	2.531963
734.292517	1739.739483	15.925312	-0.160591	2.527105
733.97499	1730.705904	15.930317	-0.160521	2.522259
733.307234	1721.705733	15.935322	-0.160375	2.517365
732.508723	1712.827722	15.940327	-0.1602	2.512506
731.763441	1703.90973	15.945331	-0.160037	2.507624
731.132603	1694.93765	15.950336	-0.159898	2.502722
730.506947	1685.95867	15.955341	-0.159761	2.497807
729.944555	1676.986528	15.960346	-0.159638	2.492896
729.150655	1668.046413	15.965351	-0.159464	2.487955
728.599786	1659.062638	15.970355	-0.159344	2.483021
727.679569	1650.153079	15.97536	-0.159142	2.478055
727.182323	1641.165762	15.980365	-0.159033	2.473107
726.174681	1632.276331	15.98537	-0.158813	2.468117
725.798526	1623.266459	15.990375	-0.15873	2.463157
725.054369	1614.306705	15.995379	-0.158568	2.458153
724.360662	1605.358774	16.000384	-0.158416	2.453153
723.632615	1596.434152	16.005389	-0.158256	2.448149
723.230879	1587.412899	16.010394	-0.158168	2.443137
722.422692	1578.471537	16.015399	-0.157991	2.43809
721.821721	1569.51309	16.020403	-0.15786	2.433058
721.172981	1560.537419	16.025408	-0.157718	2.427998
720.397286	1551.655438	16.030413	-0.157548	2.422957
719.699245	1542.723151	16.035418	-0.157395	2.417891
719.024251	1533.743375	16.040423	-0.157247	2.412791
718.251961	1524.807903	16.045427	-0.157078	2.407689
717.915906	1515.766666	16.050432	-0.157004	2.402592
717.005063	1506.871563	16.055437	-0.156805	2.397465
716.423202	1497.912655	16.060442	-0.156677	2.39235
715.440962	1489.039737	16.065447	-0.156462	2.387201
714.903752	1480.069342	16.070451	-0.156345	2.382064
714.125434	1471.130095	16.075456	-0.156174	2.376891
713.612252	1462.124657	16.080461	-0.156062	2.371716
712.703817	1453.244348	16.085466	-0.155863	2.36653
711.994976	1444.286199	16.090471	-0.155708	2.361324
711.252514	1435.332525	16.095475	-0.155545	2.356103
710.429763	1426.436721	16.10048	-0.155365	2.350888
709.901671	1417.416102	16.105485	-0.15525	2.345644
709.334054	1408.455354	16.11049	-0.155125	2.340414
708.512379	1399.530803	16.115495	-0.154945	2.335148
707.685965	1390.642945	16.120499	-0.154765	2.329889
706.953111	1381.644984	16.125504	-0.154604	2.324573
706.501585	1372.656715	16.130509	-0.154505	2.3193
705.61494	1363.767849	16.135514	-0.154311	2.313994
704.840141	1354.873274	16.140519	-0.154141	2.308692
704.038029	1345.917765	16.145523	-0.153966	2.303337
703.453573	1336.987891	16.150528	-0.153838	2.298025
702.644012	1327.99589	16.155533	-0.153661	2.292622
701.851124	1319.12889	16.160538	-0.153487	2.287282
701.102769	1310.172257	16.165543	-0.153323	2.281886
700.377093	1301.230014	16.170547	-0.153164	2.276489
699.670486	1292.262052	16.175552	-0.15301	2.271068
699.041564	1283.310467	16.180557	-0.152872	2.265657
698.447523	1274.310775	16.185562	-0.152742	2.260212
697.683664	1265.410487	16.190567	-0.152575	2.25478
696.74483	1256.494186	16.195571	-0.152369	2.249292
696.0534	1247.545141	16.200576	-0.152218	2.243818
695.204669	1238.62351	16.205581	-0.152032	2.238316
694.578915	1229.683753	16.210586	-0.151895	2.232833
693.701335	1220.785028	16.215591	-0.151703	2.227313
693.077192	1211.830966	16.220595	-0.151566	2.221793
692.275877	1202.904382	16.2256	-0.151391	2.216243
691.539437	1193.979677	16.230605	-0.151229	2.210691
690.502991	1185.119826	16.23561	-0.151003	2.205107
689.83697	1176.150644	16.240615	-0.150857	2.199514
689.005431	1167.214974	16.245619	-0.150675	2.193894
688.209873	1158.305485	16.250624	-0.150501	2.188283
687.453483	1149.336198	16.255629	-0.150335	2.182628
686.826387	1140.411942	16.260634	-0.150198	2.177012
685.878891	1131.501249	16.265639	-0.14999	2.171325
685.116374	1122.58213	16.270643	-0.149823	2.165655
684.46014	1113.571745	16.275648	-0.14968	2.159935
683.650872	1104.67746	16.280653	-0.149503	2.15424
682.695424	1095.786366	16.285658	-0.149293	2.148503
681.83592	1086.924495	16.290663	-0.149105	2.142788
681.066799	1077.98862	16.295667	-0.148937	2.137029
680.413551	1069.004723	16.300672	-0.148794	2.131248
679.454576	1060.110767	16.305677	-0.148584	2.125445
678.693842	1051.21204	16.310682	-0.148418	2.119663
677.814445	1042.251376	16.315687	-0.148225	2.113802
677.251423	1033.303748	16.320691	-0.148102	2.107998
676.248417	1024.452775	16.325696	-0.147882	2.102148
675.207368	1015.610894	16.330701	-0.147654	2.096279
674.530465	1006.585281	16.335706	-0.147506	2.090352
673.61261	997.700627	16.340711	-0.147305	2.084448
673.06889	988.68663	16.345715	-0.147186	2.078522
672.071504	979.861216	16.35072	-0.146968	2.072605
671.184998	970.946709	16.355725	-0.146774	2.066636
670.248831	962.093357	16.36073	-0.146569	2.060679
669.573755	953.081365	16.365735	-0.146421	2.054657
668.605262	944.228998	16.370739	-0.146209	2.048659
667.667317	935.335509	16.375744	-0.146004	2.042622
667.138378	926.314094	16.380749	-0.145888	2.036571
666.046739	917.486449	16.385754	-0.145649	2.030508
665.354282	908.539746	16.390759	-0.145498	2.024434
664.393558	899.68816	16.395763	-0.145287	2.018346
663.586082	890.762213	16.400768	-0.145111	2.012224
662.484183	881.892915	16.405773	-0.14487	2.006056
661.689518	872.985519	16.410778	-0.144696	1.99991
660.802617	864.037537	16.415783	-0.144502	1.993698
660.20026	855.090278	16.420787	-0.14437	1.98753
659.055667	846.273986	16.425792	-0.144119	1.98131
658.003053	837.439781	16.430797	-0.143889	1.975078
657.115525	828.501384	16.435802	-0.143695	1.968793
656.404177	819.57486	16.440807	-0.143539	1.962534
655.38658	810.680785	16.445811	-0.143316	1.956209
654.594014	801.768924	16.450816	-0.143143	1.949902
653.68165	792.88357	16.455821	-0.142943	1.943564
652.805457	783.977426	16.460826	-0.142751	1.9372
651.798665	775.077608	16.465831	-0.142531	1.930789
651.090445	766.140769	16.470835	-0.142376	1.924399
649.999124	757.288704	16.47584	-0.142137	1.917958
648.747365	748.51848	16.480845	-0.141863	1.911515
647.994412	739.558877	16.48585	-0.141699	1.905033
647.094456	730.700798	16.490855	-0.141502	1.898566
646.162057	721.758671	16.495859	-0.141297	1.892009
645.12007	712.921251	16.500864	-0.141069	1.885478
644.155601	704.039178	16.505869	-0.140858	1.87891
643.102229	695.200223	16.510874	-0.140628	1.872328
642.194204	686.277007	16.515879	-0.140429	1.865697
641.390921	677.373588	16.520883	-0.140253	1.859082
640.15109	668.571213	16.525888	-0.139982	1.85241
639.035434	659.728661	16.530893	-0.139738	1.845714
638.077619	650.838549	16.535898	-0.139528	1.838998
636.964243	641.984609	16.540903	-0.139285	1.832245
635.903868	633.106677	16.545907	-0.139053	1.825462
635.156174	624.194069	16.550912	-0.138889	1.818705
633.914156	615.386514	16.555917	-0.138617	1.811878
632.863107	606.540435	16.560922	-0.138388	1.805043
631.870652	597.62095	16.565927	-0.13817	1.798142
630.834515	588.773139	16.570931	-0.137944	1.791256
629.861025	579.905616	16.575936	-0.137731	1.784345
628.746483	571.07338	16.580941	-0.137487	1.777397
627.514027	562.230225	16.585946	-0.137217	1.770383
626.422078	553.395905	16.590951	-0.136978	1.763384
625.389793	544.487853	16.595955	-0.136752	1.756315
624.407681	535.646048	16.60096	-0.136537	1.749281
623.388694	526.777746	16.605965	-0.136314	1.742188
622.190919	517.984977	16.61097	-0.136052	1.735078
620.971538	509.175745	16.615975	-0.135786	1.727919
619.764304	500.354177	16.620979	-0.135522	1.720724
618.72612	491.474352	16.625984	-0.135294	1.713497
617.504727	482.679706	16.630989	-0.135027	1.706257
616.396752	473.829091	16.635994	-0.134785	1.698972
614.980281	465.079284	16.640999	-0.134475	1.691652
614.046005	456.149344	16.646003	-0.134271	1.684287
612.843948	447.338627	16.651008	-0.134008	1.676912
611.477981	438.553736	16.656013	-0.133709	1.669479
610.387105	429.711926	16.661018	-0.13347	1.662042
608.899281	420.982247	16.666023	-0.133145	1.654553
607.806352	412.134837	16.671027	-0.132906	1.647043
606.632927	403.264007	16.676032	-0.132649	1.639456
605.197297	394.535612	16.681037	-0.132335	1.631877
604.234667	385.617748	16.686042	-0.132124	1.624239
602.961887	376.802032	16.691047	-0.131846	1.616561
601.347698	368.12663	16.696051	-0.131493	1.608865
599.928817	359.368633	16.701056	-0.131182	1.601119
598.663324	350.511364	16.706061	-0.130906	1.593295
597.143081	341.808822	16.711066	-0.130573	1.585489
595.792211	332.992825	16.716071	-0.130278	1.577597
594.226827	324.295324	16.721075	-0.129935	1.569702
592.859083	315.469373	16.72608	-0.129636	1.561715
591.36443	306.728636	16.731085	-0.129309	1.553722
589.830532	297.989248	16.73609	-0.128974	1.545677
588.431614	289.20736	16.741095	-0.128668	1.537592
586.76533	280.483763	16.746099	-0.128303	1.529434
585.325199	271.712852	16.751104	-0.127988	1.521259
583.80899	262.928626	16.756109	-0.127657	1.513004
582.069736	254.276399	16.761114	-0.127276	1.504752
580.685115	245.447712	16.766119	-0.126973	1.496405
578.980915	236.767173	16.771123	-0.126601	1.488045
577.112182	228.107996	16.776128	-0.126192	1.479604
575.372219	219.425904	16.781133	-0.125812	1.471134
573.650842	210.687387	16.786138	-0.125435	1.462567
571.800503	202.030086	16.791143	-0.125031	1.453984
569.757639	193.384539	16.796147	-0.124584	1.445297
567.870873	184.699402	16.801152	-0.124171	1.43657
565.862924	176.046843	16.806157	-0.123732	1.42778
564.059475	167.345649	16.811162	-0.123338	1.418956
561.782729	158.7632	16.816167	-0.12284	1.410031
559.825419	150.078608	16.821171	-0.122412	1.401058
557.548674	141.489721	16.826176	-0.121914	1.39201
555.45732	132.846457	16.831181	-0.121457	1.382912
553.01354	124.285023	16.836186	-0.120923	1.373712
550.482868	115.753313	16.841191	-0.120369	1.364448
547.602449	107.301723	16.846195	-0.11974	1.355077
544.647908	98.878593	16.8512	-0.119094	1.345642
541.330407	90.520062	16.856205	-0.118369	1.336075
538.021037	82.134054	16.86121	-0.117645	1.326413
534.828399	73.645827	16.866215	-0.116947	1.316615
531.690909	65.123387	16.871219	-0.116261	1.306727
527.916303	56.734113	16.876224	-0.115436	1.296667
524.706066	48.946483	16.881229	-0.114735	1.287364
